experiment,session_code,group_id,round,sent_amount,sent_back_amount,sent_reason,sent_back_reason,reason_sent_self_payoff,reason_sent_other_payoff,reason_sent_fairness,reason_sent_trust,reason_back_self_payoff,reason_back_other_payoff,reason_back_fairness,reason_back_trust
ftrust,luevad4n,4,1,50,50,"Investing 50 points strikes a balance between potential returns and risk. It also follows the example given, which appears reasonable.",Sending back 50 points as a dividend seems fair because it ensures that both the investor and the manager get an equal payoff of 100 points each. This maintains a balance and fosters trust for future investment rounds.,8.0,3.0,5.0,5.0,6.0,6.0,10.0,9.0
ftrust,luevad4n,4,2,50,50,"Based on the results and reasoning in round 1, an investment of 50 points strikes a balance between potential returns and risk. It aligns with the example and provides a feasible strategy for achieving equitable payoffs for both parties.",To match my response in the first round and maintain a fair and consistent strategy with the investor.,7.0,6.0,8.0,6.0,5.0,5.0,9.0,8.0
ftrust,luevad4n,4,3,50,50,"Investing 50 points has worked out well in the previous rounds, providing a balanced approach between risk and reward. This led to satisfactory returns without significant risk.",Following the pattern of returning 50 points as a dividend and ensuring fair distribution for both parties while maintaining trust.,9.0,2.0,3.0,4.0,5.0,5.0,10.0,8.0
ftrust,luevad4n,4,4,50,50,"Investing 50 points strikes a balance between potential returns and risk, and it has been consistent with the previous successful rounds.","Continuing the trend established in previous rounds where 50 points were returned, ensuring fairness and maintaining cooperation with the investor.",9.0,1.0,3.0,5.0,3.0,5.0,8.0,7.0
ftrust,luevad4n,4,5,50,50,"Investing 50 points has consistently yielded a balanced return in previous rounds, making it a reasonable and tested choice.","To maintain consistency in investments and returns with the investor, promoting trust and ensuring equal payoffs.",8.0,3.0,7.0,6.0,6.0,7.0,9.0,10.0
ftrust,luevad4n,4,6,50,50,The investment of 50 points in previous rounds has consistently yielded balanced returns for both the manager and myself. Following the same strategy minimizes risk and aligns with the cooperative dynamic established thus far.,"To maintain consistency in investments and returns with the investor, promoting trust and ensuring equal payoffs.",7.0,7.0,8.0,8.0,6.0,7.0,8.0,9.0
ftrust,luevad4n,4,7,50,50,"I have consistently invested 50 points in each round so far, which has worked well and strikes a balance between potential returns and risk.","To maintain consistency in investments and returns with the investor, promoting trust and ensuring equal payoffs.",8.0,2.0,5.0,5.0,7.0,7.0,9.0,9.0
ftrust,luevad4n,4,8,50,50,"I chose to invest 50 points because it strikes a balance between potential returns and risk, and it has worked well in previous rounds.","To maintain consistency in investments and returns with the investor, promoting trust and ensuring equal payoffs, as in previous rounds.",8.0,2.0,4.0,3.0,6.0,6.0,8.0,9.0
ftrust,luevad4n,4,9,50,50,"I chose to invest 50 points because it strikes a balance between potential returns and risk, and it has worked well in previous rounds.","To maintain consistency in investments and returns with the investor, promoting trust and ensuring equal payoffs, as in previous rounds.",9.0,2.0,5.0,4.0,6.0,6.0,8.0,9.0
ftrust,luevad4n,4,10,50,50,The strategy of investing 50 points per round has consistently resulted in equal returns for both the investor and manager (100 points each) in the previous rounds. Maintaining the same strategy in the final round helps ensure steady and predictable outcomes.,"To maintain consistency in investments and returns with the investor, promoting trust and ensuring equal payoffs, as in previous rounds.",8.0,7.0,8.0,7.0,6.0,5.0,8.0,9.0
ftrust,luevad4n,5,1,50,75,"Investing 50 points is a balanced approach, as it maximizes potential gains while mitigating risks.","I want to ensure a fair split, so both the investor and I end with 75 points each for this round.",8.0,3.0,6.0,5.0,5.0,5.0,10.0,7.0
ftrust,luevad4n,5,2,60,90,"Given the manager's fairness in the first round, returning more points than invested, I choose to invest 60 points to potentially increase my payoff.","To ensure a fair distribution and to maintain trust with the investor, I decided to send back half of the total points, which is 90 points. This way, both the investor and I end with a balanced score.",8.0,4.0,7.0,7.0,7.0,7.0,10.0,10.0
ftrust,luevad4n,5,3,70,105,"The manager has shown fairness in the first two rounds by returning more than the amount invested. To further maximize my potential payoff while minimizing risk, I will increase the investment to 70 points, trusting the manager to continue their fair strategy.","To ensure fairness, I continue to follow the pattern of sending back half of the multiplied amount. Since the investor invested 70 points, the multiplied amount is 210 points. Sending back 105 points to the investor ensures a balanced payoff.",8.0,3.0,7.0,9.0,4.0,6.0,10.0,7.0
ftrust,luevad4n,5,4,80,120,"The manager has consistently shown fairness by returning more than the amount invested. To further maximize my potential payoff while minimizing risk, I will increase the investment to 80 points, trusting the manager to continue their fair strategy.","To maintain a fair relationship with the investor and ensure continued investment, I will split the multiplied investment equally, giving back 120 points.",8.0,4.0,8.0,9.0,4.0,6.0,10.0,8.0
ftrust,luevad4n,5,5,80,120,"The manager has consistently shown fairness by returning more than the amount invested. To further maximize my potential payoff while minimizing risk, I will continue to invest 80 points, trusting the manager to maintain their fair strategy.","In previous rounds, I have sent back 50% of the multiplied investment. To maintain consistency and fairness, I will send back 120 points, which is 50% of the 240 points.",8.0,4.0,8.0,9.0,3.0,5.0,10.0,8.0
ftrust,luevad4n,5,6,80,120,"The manager has consistently shown fairness by returning more than the amount invested. To further maximize my potential payoff while minimizing risk, I will continue to invest 80 points, trusting the manager to maintain their fair strategy.","Returning 120 points has been a consistent strategy, resulting in a balanced payoff for both manager and investor in previous rounds.",8.0,3.0,7.0,9.0,7.0,7.0,8.0,6.0
ftrust,luevad4n,5,7,80,120,"The manager has consistently shown fairness by returning more than the amount invested. To further maximize my potential payoff while minimizing risk, I will continue to invest 80 points, trusting the manager to maintain their fair strategy.","In previous rounds, regardless of the investor's investment, I have consistently sent back 50% of the multiplied investment. Following this strategy, I will return 120 points from the 240 points, ensuring a fair and predictable partnership.",8.0,3.0,9.0,9.0,3.0,6.0,9.0,7.0
ftrust,luevad4n,5,8,80,120,"The manager has consistently shown fairness by returning more than the amount invested. To further maximize my potential payoff while minimizing risk, I will continue to invest 80 points, trusting the manager to maintain their fair strategy.","In previous rounds, regardless of the investor's investment, I have consistently sent back 50% of the multiplied investment. Following this strategy, I will return 120 points from the 240 points, ensuring a fair and predictable partnership.",8.0,4.0,9.0,9.0,5.0,6.0,9.0,8.0
ftrust,luevad4n,5,9,80,120,"Based on the previous rounds, investing 80 points has consistently resulted in a high payoff for both me and the manager. This mutual benefit suggests that continuing this strategy is optimal.","Following my strategy of sending back 50% of the multiplied investment in each round to ensure fairness and predictability, I will return 120 points from the 240 points this round.",8.0,7.0,6.0,7.0,4.0,6.0,10.0,8.0
ftrust,luevad4n,5,10,80,120,"In previous rounds, investing 80 points consistently resulted in a return of 120 points from the manager, yielding a payoff of 140 points for me. I will continue with the same strategy in round 10.","Following my strategy of sending back 50% of the multiplied investment in each round to ensure fairness and predictability, I will return 120 points from the 240 points this round.",10.0,2.0,3.0,6.0,3.0,6.0,9.0,8.0
ftrust,pp4sbqs4,1,1,50,75,I decided to invest 50 points to balance risk and potential return. This investment amount should give the manager enough incentive to share profits while minimizing my potential loss.,"Sending back 75 points ensures a fair split, as the manager still retains 75 points, and the investor gets back more than their initial investment, fostering trust.",8.0,6.0,7.0,7.0,5.0,6.0,9.0,8.0
ftrust,pp4sbqs4,1,2,50,75,"I chose to continue with the same investment strategy as in the first round, balancing risk and potential return.",To maintain a fair balance and keep the investor motivated to invest in future rounds.,8.0,4.0,3.0,4.0,4.0,5.0,9.0,7.0
ftrust,pp4sbqs4,1,3,50,75,"In the previous rounds, the strategy of investing 50 points yielded positive returns and balanced risk with potential return. To maintain consistency and continue potentially profitable investments, I chose to invest 50 points again.","In previous rounds, I returned 75 points to maintain a balance where both the investor and I end up with decent points. It encourages future investments and trust.",9.0,1.0,3.0,3.0,7.0,7.0,9.0,9.0
ftrust,pp4sbqs4,1,4,50,75,"In the previous three rounds, investing 50 points has resulted in favorable returns, with the manager consistently sending back 75 points. Therefore, I will continue to invest 50 points to maintain the balance between risk and return.",Consistent with previous rounds and ensures fair return to investor.,9.0,3.0,5.0,7.0,5.0,5.0,9.0,8.0
